,Column Status,,,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
Complete,151,7,1,1,3,2,0,0,0,2,4,3,12,11,24,N/A,N/A,N/A,N/A,205,Preparation,157,Battle,190,Loss,159,Loss,154,Battle,117,Win,167,Battle
Complete,152,7,2,1,3,1,0,0,0,3,5,7,19,18,30,N/A,N/A,N/A,N/A,128,Battle,38,Preparation,139,Battle,161,Win,147,Win,123,Loss,113,Battle
Complete,153,7,1,2,3,1,0,0,0,3,4,9,19,16,24,N/A,N/A,N/A,N/A,170,Win,77,Preparation,128,Preparation,148,Battle,166,Battle,138,Loss,175,Battle
Complete,154,7,3,2,0,2,0,0,0,5,3,15,30,8,18,N/A,N/A,N/A,N/A,150,Loss,175,Preparation,127,Loss,167,Win,151,Preparation,160,Win,137,Win
Complete,155,7,2,3,0,2,0,0,0,5,2,18,30,4,12,N/A,N/A,N/A,N/A,126,Preparation,119,Loss,156,Loss,120,Win,159,Preparation,168,Win,150,Preparation
Complete,156,7,5,1,0,1,0,0,0,6,5,18,37,15,30,N/A,N/A,N/A,N/A,175,Win,69,Preparation,155,Win,141,Win,127,Win,143,Loss,170,Win
Complete,157,7,0,2,3,2,0,0,0,2,3,6,12,9,18,N/A,N/A,N/A,N/A,167,Battle,151,Preparation,123,Loss,146,Battle,160,Battle,129,Preparation,168,Loss
Complete,158,7,2,1,1,3,0,0,0,3,3,5,18,7,18,N/A,N/A,N/A,N/A,110,Win,114,Battle,117,Win,138,Loss,163,Loss,172,Loss,159,Preparation
Complete,159,7,3,1,2,1,0,0,0,4,5,8,24,15,30,N/A,N/A,N/A,N/A,176,Preparation,63,Win,174,Loss,151,Win,155,Battle,121,Win,158,Battle
Complete,160,7,1,2,2,2,0,0,0,3,3,7,18,8,18,N/A,N/A,N/A,N/A,123,Battle,98,Preparation,192,Win,125,Loss,157,Preparation,154,Loss,134,Battle
Complete,161,7,2,1,2,2,0,0,0,3,4,10,18,13,24,N/A,N/A,N/A,N/A,145,Preparation,130,Loss,187,Battle,152,Loss,168,Win,150,Battle,164,Win
Complete,162,7,3,0,4,0,0,0,0,3,7,11,19,29,43,N/A,N/A,N/A,N/A,196,Battle,81,Win,179,Battle,172,Battle,142,Win,165,Battle,92,Win
Complete,163,7,6,0,0,1,0,0,0,6,6,23,38,22,38,N/A,N/A,N/A,N/A,78,Win,44,Win,142,Win,165,Loss,158,Win,135,Win,138,Win
Complete,164,7,0,1,3,3,0,0,0,1,3,4,7,8,18,N/A,N/A,N/A,N/A,166,Loss,64,Preparation,132,Battle,149,Battle,136,Battle,169,Loss,161,Loss
Complete,165,7,4,1,1,1,0,0,0,5,5,21,31,24,31,N/A,N/A,N/A,N/A,177,Win,171,Win,199,Battle,163,Win,86,Win,162,Preparation,116,Loss
Complete,166,7,3,3,1,0,0,0,0,6,4,17,37,11,24,N/A,N/A,N/A,N/A,164,Win,42,Preparation,173,Battle,121,Win,153,Preparation,148,Preparation,136,Win
Complete,167,7,1,3,1,2,0,0,0,4,2,13,24,6,12,N/A,N/A,N/A,N/A,157,Preparation,146,Win,136,Loss,154,Loss,134,Battle,127,Preparation,151,Preparation
Complete,168,7,3,2,0,2,0,0,0,5,3,19,30,8,18,N/A,N/A,N/A,N/A,132,Preparation,134,Win,130,Preparation,173,Win,161,Loss,155,Loss,157,Win
Complete,169,7,5,0,0,2,0,0,0,5,5,16,30,16,30,N/A,N/A,N/A,N/A,199,Win,106,Win,135,Loss,170,Win,144,Win,164,Win,171,Loss
Complete,170,7,2,0,1,4,0,0,0,2,3,10,12,8,18,N/A,N/A,N/A,N/A,153,Loss,108,Win,193,Win,169,Loss,143,Loss,118,Battle,156,Loss
Complete,171,7,4,1,0,2,0,0,0,5,4,23,30,13,24,N/A,N/A,N/A,N/A,134,Win,165,Loss,201,Loss,126,Win,172,Preparation,132,Win,169,Win
Complete,172,7,5,1,1,0,0,0,0,6,6,16,37,22,37,N/A,N/A,N/A,N/A,187,Win,40,Win,197,Win,162,Preparation,171,Battle,158,Win,112,Win
Complete,173,7,1,2,2,2,0,0,0,3,3,13,19,11,19,N/A,N/A,N/A,N/A,191,Battle,82,Win,166,Preparation,168,Loss,120,Preparation,124,Battle,146,Loss
Complete,174,7,2,2,1,2,0,0,0,4,3,13,24,11,18,N/A,N/A,N/A,N/A,186,Preparation,150,Loss,159,Win,122,Win,148,Preparation,144,Battle,123,Loss
Complete,175,7,2,1,3,1,0,0,0,3,5,10,18,17,30,N/A,N/A,N/A,N/A,156,Loss,154,Battle,200,Battle,147,Win,132,Battle,145,Win,153,Preparation
Complete,176,7,1,0,3,3,0,0,0,1,4,2,6,13,23,N/A,N/A,N/A,N/A,159,Battle,203,Loss,143,Loss,187,Battle,178,Win,278,Loss,228,Battle
Complete,177,7,0,0,3,4,0,0,0,0,3,0,0,11,18,N/A,N/A,N/A,N/A,165,Loss,179,Loss,203,Battle,235,Loss,196,Battle,180,Battle,214,Loss
Complete,178,7,2,0,0,5,0,0,0,2,2,9,12,5,12,N/A,N/A,N/A,N/A,131,Win,201,Loss,183,Win,179,Loss,176,Loss,184,Loss,205,Loss
Complete,179,7,3,1,0,3,0,0,0,4,3,5,24,9,18,N/A,N/A,N/A,N/A,148,Loss,177,Win,162,Preparation,178,Win,202,Loss,225,Loss,197,Win
Complete,180,7,3,2,0,2,0,0,0,5,3,11,30,6,18,N/A,N/A,N/A,N/A,181,Win,184,Preparation,182,Win,200,Loss,198,Win,177,Preparation,235,Loss
Complete,181,7,2,3,0,2,0,0,0,5,2,11,28,5,11,N/A,N/A,N/A,N/A,180,Loss,194,Preparation,204,Win,184,Preparation,187,Loss,204,Preparation,182,Win
Complete,182,7,2,0,0,5,0,0,0,2,2,6,12,4,12,N/A,N/A,N/A,N/A,200,Loss,192,Win,180,Loss,231,Loss,186,Win,193,Loss,181,Loss
Complete,183,7,2,3,0,2,0,0,0,5,2,10,28,4,11,N/A,N/A,N/A,N/A,198,Win,193,Preparation,178,Loss,233,Preparation,195,Preparation,256,Win,217,Loss
Complete,184,7,2,1,2,2,0,0,0,3,4,8,18,13,24,N/A,N/A,N/A,N/A,194,Preparation,180,Battle,196,Loss,181,Battle,185,Win,178,Win,223,Loss
Complete,185,7,2,0,4,1,0,0,0,2,6,3,11,14,34,N/A,N/A,N/A,N/A,192,Battle,206,Battle,194,Battle,186,Battle,184,Loss,190,Win,209,Win
Complete,186,7,2,3,1,1,0,0,0,5,3,8,28,6,17,N/A,N/A,N/A,N/A,174,Battle,205,Preparation,198,Win,185,Preparation,182,Loss,251,Preparation,216,Win
Complete,187,7,3,2,0,2,0,0,0,5,3,14,29,6,17,N/A,N/A,N/A,N/A,172,Loss,234,Loss,161,Preparation,176,Preparation,181,Win,217,Win,198,Win
Complete,188,7,2,1,2,2,0,0,0,3,4,8,16,12,21,N/A,N/A,N/A,N/A,202,Loss,218,Battle,191,Battle,213,Win,189,Preparation,214,Win,200,Loss
Complete,189,7,1,0,2,4,0,0,0,1,3,1,5,10,17,N/A,N/A,N/A,N/A,190,Battle,221,Loss,202,Loss,191,Loss,188,Battle,233,Win,213,Loss
Complete,190,7,1,1,2,3,0,0,0,2,3,3,12,11,17,N/A,N/A,N/A,N/A,189,Preparation,211,Battle,151,Win,232,Loss,203,Battle,185,Loss,194,Loss
Complete,191,7,1,2,2,2,0,0,0,3,3,7,18,11,17,N/A,N/A,N/A,N/A,173,Preparation,213,Battle,188,Preparation,189,Win,205,Battle,274,Loss,196,Loss
Complete,192,7,0,1,1,5,0,0,0,1,1,2,6,3,5,N/A,N/A,N/A,N/A,185,Preparation,182,Loss,160,Loss,214,Loss,215,Battle,198,Loss,208,Loss
Complete,193,7,1,3,1,2,0,0,0,4,2,9,22,4,12,N/A,N/A,N/A,N/A,201,Preparation,183,Battle,170,Loss,208,Loss,214,Preparation,182,Win,224,Preparation
Complete,194,7,3,1,2,1,0,0,0,4,5,8,22,12,28,N/A,N/A,N/A,N/A,184,Battle,181,Battle,185,Preparation,216,Win,228,Loss,207,Win,190,Win
Complete,195,7,0,1,3,3,0,0,0,1,3,2,6,7,16,N/A,N/A,N/A,N/A,203,Loss,233,Battle,205,Preparation,218,Battle,183,Battle,239,Loss,203,Loss
Complete,196,7,3,3,0,1,0,0,0,6,3,15,34,11,17,N/A,N/A,N/A,N/A,162,Preparation,208,Win,184,Win,220,Loss,177,Preparation,236,Preparation,191,Win
Complete,197,7,0,0,4,3,0,0,0,0,4,0,0,13,22,N/A,N/A,N/A,N/A,141,Battle,214,Battle,172,Loss,225,Battle,201,Battle,231,Loss,179,Loss
Complete,198,7,1,0,1,5,0,0,0,1,2,1,6,3,11,N/A,N/A,N/A,N/A,183,Loss,200,Loss,186,Loss,211,Battle,180,Loss,192,Win,187,Loss
Complete,199,7,4,2,0,1,0,0,0,6,4,21,32,12,21,N/A,N/A,N/A,N/A,169,Loss,240,Win,165,Preparation,201,Win,212,Win,219,Preparation,211,Win
Complete,200,7,4,3,0,0,0,0,0,7,4,19,40,11,24,N/A,N/A,N/A,N/A,182,Win,198,Win,175,Preparation,180,Win,221,Preparation,288,Preparation,188,Win
Complete,201,7,2,1,2,2,0,0,0,3,4,7,18,12,24,N/A,N/A,N/A,N/A,193,Battle,178,Win,171,Win,199,Loss,197,Preparation,202,Battle,231,Loss
Complete,202,7,3,3,1,0,0,0,0,6,4,15,34,12,23,N/A,N/A,N/A,N/A,188,Win,207,Battle,189,Win,212,Preparation,179,Win,201,Preparation,225,Preparation
Complete,203,7,5,2,0,0,0,0,0,7,5,7,38,16,26,N/A,N/A,N/A,N/A,195,Win,176,Win,177,Preparation,224,Win,190,Preparation,263,Win,195,Win
Complete,204,7,1,0,2,4,0,0,0,1,3,1,5,8,16,N/A,N/A,N/A,N/A,146,Loss,220,Loss,181,Loss,230,Battle,211,Loss,181,Battle,215,Win
Complete,205,7,1,1,3,2,0,0,0,2,4,5,12,12,24,N/A,N/A,N/A,N/A,151,Battle,186,Battle,195,Battle,219,Loss,191,Preparation,271,Loss,178,Win
Complete,206,6,0,1,1,4,0,0,0,1,1,2,6,2,5,N/A,N/A,N/A,N/A,N/A,N/A,185,Preparation,209,Loss,217,Loss,230,Loss,238,Battle,207,Loss
Complete,207,6,1,1,1,3,0,0,0,2,2,7,11,3,10,N/A,N/A,N/A,N/A,N/A,N/A,202,Preparation,223,Loss,228,Loss,217,Battle,194,Loss,206,Win
Complete,208,6,4,0,0,2,0,0,0,4,4,11,22,10,22,N/A,N/A,N/A,N/A,N/A,N/A,196,Loss,239,Win,193,Win,219,Loss,218,Win,192,Win
Complete,209,6,1,0,0,5,0,0,0,1,1,1,5,1,5,N/A,N/A,N/A,N/A,N/A,N/A,231,Loss,206,Win,227,Loss,213,Loss,247,Loss,185,Loss
Complete,210,6,4,1,1,0,0,0,0,5,5,12,25,13,25,N/A,N/A,N/A,N/A,N/A,N/A,241,Win,236,Win,229,Win,226,Preparation,301,Win,219,Battle
Complete,211,6,2,2,0,2,0,0,0,4,2,5,23,5,11,N/A,N/A,N/A,N/A,N/A,N/A,190,Preparation,222,Loss,198,Preparation,204,Win,229,Win,199,Loss
Complete,212,6,0,0,2,4,0,0,0,0,2,0,0,7,11,N/A,N/A,N/A,N/A,N/A,N/A,226,Loss,214,Battle,202,Battle,199,Loss,257,Loss,232,Loss
Complete,213,6,2,1,2,1,0,0,0,3,4,5,17,10,21,N/A,N/A,N/A,N/A,N/A,N/A,191,Preparation,232,Battle,188,Loss,209,Win,235,Battle,189,Win
Complete,214,6,2,2,1,1,0,0,0,4,3,1,23,6,18,N/A,N/A,N/A,N/A,N/A,N/A,197,Preparation,212,Preparation,192,Win,193,Battle,188,Loss,177,Win
Complete,215,6,0,1,3,2,0,0,0,1,3,1,6,9,13,N/A,N/A,N/A,N/A,N/A,N/A,236,Battle,221,Battle,226,Loss,192,Preparation,221,Battle,204,Loss
Complete,216,6,1,1,0,4,0,0,0,2,1,1,10,2,5,N/A,N/A,N/A,N/A,N/A,N/A,251,Win,242,Loss,194,Loss,224,Preparation,248,Loss,186,Loss
Complete,217,6,2,2,0,2,0,0,0,4,2,9,21,3,11,N/A,N/A,N/A,N/A,N/A,N/A,273,Loss,251,Preparation,206,Win,207,Preparation,187,Loss,183,Win
Complete,218,6,1,2,1,2,0,0,0,3,2,8,17,6,10,N/A,N/A,N/A,N/A,N/A,N/A,188,Preparation,230,Win,195,Preparation,223,Battle,208,Loss,221,Loss
Complete,219,6,3,1,2,0,0,0,0,4,5,16,21,18,27,N/A,N/A,N/A,N/A,N/A,N/A,250,Battle,235,Win,205,Win,208,Win,199,Battle,210,Preparation
Complete,220,6,2,1,0,3,0,0,0,3,2,8,17,6,12,N/A,N/A,N/A,N/A,N/A,N/A,204,Win,231,Loss,196,Win,234,Loss,261,Loss,233,Preparation
Complete,221,6,2,2,1,1,0,0,0,4,3,6,19,9,17,N/A,N/A,N/A,N/A,N/A,N/A,189,Win,215,Preparation,234,Loss,200,Battle,215,Preparation,218,Win
Complete,222,6,3,1,1,1,0,0,0,4,4,8,20,9,20,N/A,N/A,N/A,N/A,N/A,N/A,244,Loss,211,Win,223,Battle,227,Win,286,Preparation,229,Win
Complete,223,6,2,2,1,1,0,0,0,4,3,12,21,8,16,N/A,N/A,N/A,N/A,N/A,N/A,276,Loss,207,Win,222,Preparation,218,Preparation,270,Battle,184,Win
Complete,224,6,0,0,4,2,0,0,0,0,4,0,0,7,19,N/A,N/A,N/A,N/A,N/A,N/A,266,Battle,227,Loss,203,Loss,216,Battle,266,Battle,193,Battle
Complete,225,6,2,2,2,0,0,0,0,4,4,7,22,15,22,N/A,N/A,N/A,N/A,N/A,N/A,248,Win,234,Battle,197,Preparation,233,Preparation,179,Win,202,Battle
Complete,226,6,2,0,1,3,0,0,0,2,3,1,10,10,15,N/A,N/A,N/A,N/A,N/A,N/A,212,Win,240,Loss,215,Win,210,Battle,267,Loss,234,Loss
Complete,227,6,2,0,0,4,0,0,0,2,2,1,10,5,10,N/A,N/A,N/A,N/A,N/A,N/A,232,Loss,224,Win,209,Win,222,Loss,284,Loss,230,Loss
Complete,228,6,2,2,1,1,0,0,0,4,3,8,22,10,16,N/A,N/A,N/A,N/A,N/A,N/A,247,Battle,254,Preparation,207,Win,194,Win,294,Loss,176,Preparation
Complete,229,6,1,0,1,4,0,0,0,1,2,0,5,4,10,N/A,N/A,N/A,N/A,N/A,N/A,258,Win,268,Loss,210,Loss,235,Battle,211,Loss,222,Loss
Complete,230,6,3,1,0,2,0,0,0,4,3,7,21,5,15,N/A,N/A,N/A,N/A,N/A,N/A,270,Loss,218,Loss,204,Preparation,206,Win,287,Win,227,Win
Complete,231,6,6,0,0,0,0,0,0,6,6,14,33,16,33,N/A,N/A,N/A,N/A,N/A,N/A,209,Win,220,Win,182,Win,232,Win,197,Win,201,Win
Complete,232,6,3,2,0,1,0,0,0,5,3,8,26,7,16,N/A,N/A,N/A,N/A,N/A,N/A,227,Win,213,Preparation,190,Win,231,Loss,237,Preparation,212,Win
Complete,233,6,0,1,3,2,0,0,0,1,3,1,6,8,16,N/A,N/A,N/A,N/A,N/A,N/A,195,Preparation,261,Loss,183,Battle,225,Battle,189,Loss,220,Battle
Complete,234,6,5,1,0,0,0,0,0,6,5,22,31,15,26,N/A,N/A,N/A,N/A,N/A,N/A,187,Win,225,Preparation,221,Win,220,Win,243,Win,226,Win
Complete,235,6,3,2,0,1,0,0,0,5,3,10,27,8,17,N/A,N/A,N/A,N/A,N/A,N/A,262,Win,219,Loss,177,Win,229,Preparation,213,Preparation,180,Win
Complete,236,6,1,1,2,2,0,0,0,2,3,3,10,10,16,N/A,N/A,N/A,N/A,N/A,N/A,215,Preparation,210,Loss,276,Battle,244,Win,196,Battle,239,Loss
Complete,237,6,0,1,3,2,0,0,0,1,3,1,5,9,15,N/A,N/A,N/A,N/A,N/A,N/A,249,Battle,243,Loss,282,Preparation,264,Loss,232,Battle,274,Battle
Complete,238,6,1,2,1,2,0,0,0,3,2,4,15,2,10,N/A,N/A,N/A,N/A,N/A,N/A,260,Loss,245,Loss,292,Win,260,Preparation,206,Preparation,241,Battle
Complete,239,6,3,0,2,1,0,0,0,3,5,5,16,16,26,N/A,N/A,N/A,N/A,N/A,N/A,278,Battle,208,Loss,248,Win,242,Battle,195,Win,236,Win
Complete,240,6,4,1,0,1,0,0,0,5,4,15,25,15,20,N/A,N/A,N/A,N/A,N/A,N/A,199,Loss,226,Win,272,Win,308,Win,255,Win,267,Preparation
Complete,241,6,0,4,0,2,0,0,0,4,0,11,20,0,0,N/A,N/A,N/A,N/A,N/A,N/A,210,Loss,248,Preparation,242,Preparation,252,Loss,292,Preparation,238,Preparation
Complete,242,6,3,2,1,0,0,0,0,5,4,14,25,9,20,N/A,N/A,N/A,N/A,N/A,N/A,297,Win,216,Win,241,Battle,239,Preparation,252,Win,277,Preparation
Complete,243,6,3,1,1,1,0,0,0,4,4,4,20,9,20,N/A,N/A,N/A,N/A,N/A,N/A,254,Preparation,237,Win,258,Win,250,Battle,234,Loss,283,Win
Complete,244,6,2,0,1,3,0,0,0,2,3,6,10,10,15,N/A,N/A,N/A,N/A,N/A,N/A,222,Win,250,Loss,281,Battle,236,Loss,276,Loss,284,Win
Complete,245,6,4,0,0,2,0,0,0,4,4,9,20,11,20,N/A,N/A,N/A,N/A,N/A,N/A,265,Loss,238,Win,260,Win,275,Loss,249,Win,300,Win
Complete,246,6,4,1,0,1,0,0,0,5,4,17,25,10,20,N/A,N/A,N/A,N/A,N/A,N/A,281,Loss,265,Win,270,Win,269,Preparation,300,Win,263,Win
Complete,247,6,2,1,1,2,0,0,0,3,3,6,15,8,15,N/A,N/A,N/A,N/A,N/A,N/A,228,Preparation,264,Win,284,Loss,276,Loss,209,Win,273,Battle
Complete,248,6,1,1,2,2,0,0,0,2,3,4,10,2,15,N/A,N/A,N/A,N/A,N/A,N/A,225,Loss,241,Battle,239,Loss,263,Preparation,216,Win,290,Battle
Complete,249,6,2,1,1,2,0,0,0,3,3,2,15,6,15,N/A,N/A,N/A,N/A,N/A,N/A,237,Preparation,256,Battle,264,Win,261,Loss,245,Loss,258,Win
Complete,250,6,1,2,2,1,0,0,0,3,3,10,15,9,15,N/A,N/A,N/A,N/A,N/A,N/A,219,Preparation,244,Win,278,Battle,243,Preparation,253,Battle,271,Loss
Complete,251,6,0,1,2,3,0,0,0,1,2,1,5,5,11,N/A,N/A,N/A,N/A,N/A,N/A,216,Loss,217,Battle,252,Loss,270,Loss,186,Battle,305,Preparation
Complete,252,6,2,0,2,2,0,0,0,2,4,5,10,8,20,N/A,N/A,N/A,N/A,N/A,N/A,283,Battle,273,Loss,251,Win,241,Win,242,Loss,265,Battle
Complete,253,6,1,2,2,1,0,0,0,3,3,10,15,9,15,N/A,N/A,N/A,N/A,N/A,N/A,299,Win,267,Preparation,261,Battle,301,Loss,250,Preparation,269,Battle
Complete,254,6,0,1,3,2,0,0,0,1,3,4,5,9,15,N/A,N/A,N/A,N/A,N/A,N/A,243,Battle,228,Battle,267,Loss,302,Preparation,259,Loss,298,Battle
Complete,255,6,2,0,3,1,0,0,0,2,5,6,10,20,25,N/A,N/A,N/A,N/A,N/A,N/A,354,Win,288,Win,268,Battle,267,Battle,240,Loss,308,Battle
Complete,256,6,2,1,0,3,0,0,0,3,2,8,15,4,10,N/A,N/A,N/A,N/A,N/A,N/A,275,Win,249,Preparation,283,Loss,280,Win,183,Loss,292,Loss
Complete,257,6,1,2,3,0,0,0,0,3,4,1,15,14,20,N/A,N/A,N/A,N/A,N/A,N/A,264,Preparation,271,Battle,294,Battle,258,Preparation,212,Win,306,Battle
Complete,258,6,0,0,1,5,0,0,0,0,1,0,0,4,5,N/A,N/A,N/A,N/A,N/A,N/A,229,Loss,272,Loss,243,Loss,257,Battle,296,Loss,249,Loss
Complete,259,6,3,2,1,0,0,0,0,5,4,12,25,10,20,N/A,N/A,N/A,N/A,N/A,N/A,269,Battle,283,Win,299,Win,268,Preparation,254,Win,301,Preparation
Complete,260,6,2,0,2,2,0,0,0,2,4,4,9,8,18,N/A,N/A,N/A,N/A,N/A,N/A,238,Win,292,Win,245,Loss,238,Battle,275,Loss,287,Battle
Complete,261,6,4,2,0,0,0,0,0,6,4,14,30,11,20,N/A,N/A,N/A,N/A,N/A,N/A,268,Preparation,233,Win,253,Preparation,249,Win,220,Win,286,Win
Complete,262,6,1,0,1,4,0,0,0,1,2,1,5,3,10,N/A,N/A,N/A,N/A,N/A,N/A,235,Loss,293,Loss,265,Loss,292,Win,305,Loss,289,Battle
Complete,263,6,1,1,1,3,0,0,0,2,2,5,10,5,10,N/A,N/A,N/A,N/A,N/A,N/A,272,Loss,269,Preparation,305,Win,248,Battle,203,Loss,246,Loss
Complete,264,6,1,0,2,3,0,0,0,1,3,1,5,10,15,N/A,N/A,N/A,N/A,N/A,N/A,257,Battle,247,Loss,249,Loss,237,Win,297,Loss,293,Battle
Complete,265,6,4,1,0,1,0,0,0,5,4,13,25,11,20,N/A,N/A,N/A,N/A,N/A,N/A,245,Win,246,Loss,262,Win,266,Win,304,Win,252,Preparation
Complete,266,6,2,2,0,2,0,0,0,4,2,6,18,5,10,N/A,N/A,N/A,N/A,N/A,N/A,224,Preparation,291,Loss,290,Win,265,Loss,224,Preparation,285,Win
Complete,267,6,3,1,2,0,0,0,0,4,5,8,20,16,25,N/A,N/A,N/A,N/A,N/A,N/A,322,Win,253,Battle,254,Win,255,Preparation,226,Win,240,Battle
Complete,268,6,2,1,2,1,0,0,0,3,4,5,15,13,20,N/A,N/A,N/A,N/A,N/A,N/A,261,Battle,229,Win,255,Preparation,259,Battle,302,Loss,279,Win
Complete,269,6,0,4,2,0,0,0,0,4,2,13,20,6,10,N/A,N/A,N/A,N/A,N/A,N/A,259,Preparation,263,Battle,297,Preparation,246,Battle,281,Preparation,253,Preparation
Complete,270,6,2,3,0,1,0,0,0,5,2,13,25,5,10,N/A,N/A,N/A,N/A,N/A,N/A,230,Win,309,Preparation,246,Loss,251,Win,223,Preparation,304,Preparation
Complete,271,6,4,2,0,0,0,0,0,6,4,16,31,12,21,N/A,N/A,N/A,N/A,N/A,N/A,274,Preparation,257,Preparation,287,Win,282,Win,205,Win,250,Win
Complete,272,6,3,0,0,3,0,0,0,3,3,3,15,6,15,N/A,N/A,N/A,N/A,N/A,N/A,263,Win,258,Win,240,Loss,288,Win,308,Loss,299,Loss
Complete,273,6,4,2,0,0,0,0,0,6,4,18,30,11,20,N/A,N/A,N/A,N/A,N/A,N/A,217,Win,252,Win,293,Win,283,Win,279,Preparation,247,Preparation
Complete,274,6,2,2,1,1,0,0,0,4,3,10,21,11,16,N/A,N/A,N/A,N/A,N/A,N/A,271,Battle,284,Preparation,312,Loss,285,Win,191,Win,237,Preparation
Complete,275,6,4,1,0,1,0,0,0,5,4,14,25,13,20,N/A,N/A,N/A,N/A,N/A,N/A,256,Loss,295,Preparation,311,Win,245,Win,260,Win,307,Win
Complete,276,6,4,2,0,0,0,0,0,6,4,16,30,10,20,N/A,N/A,N/A,N/A,N/A,N/A,223,Win,289,Win,236,Preparation,247,Win,244,Win,297,Preparation
Complete,277,6,3,2,1,0,0,0,0,5,4,14,25,10,20,N/A,N/A,N/A,N/A,N/A,N/A,294,Preparation,290,Win,300,Win,299,Preparation,306,Win,242,Battle
Complete,278,6,3,3,0,0,0,0,0,6,3,14,31,9,16,N/A,N/A,N/A,N/A,N/A,N/A,239,Preparation,304,Win,250,Preparation,281,Win,176,Win,303,Preparation
Complete,279,6,2,0,1,3,0,0,0,2,3,1,10,6,15,N/A,N/A,N/A,N/A,N/A,N/A,300,Win,280,Win,315,Loss,286,Loss,273,Battle,268,Loss
Complete,280,6,0,0,0,6,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,323,Loss,279,Loss,285,Loss,256,Loss,282,Loss,309,Loss
Complete,281,6,1,2,1,2,0,0,0,3,2,11,15,6,10,N/A,N/A,N/A,N/A,N/A,N/A,246,Win,308,Preparation,244,Preparation,278,Loss,269,Battle,294,Loss
Complete,282,6,1,0,2,3,0,0,0,1,3,0,5,6,15,N/A,N/A,N/A,N/A,N/A,N/A,321,Loss,296,Loss,237,Battle,271,Loss,280,Win,296,Battle
Complete,283,6,1,1,1,3,0,0,0,2,2,5,10,5,10,N/A,N/A,N/A,N/A,N/A,N/A,252,Preparation,259,Loss,256,Win,273,Loss,293,Battle,243,Loss
Complete,284,6,2,0,2,2,0,0,0,2,4,5,10,11,20,N/A,N/A,N/A,N/A,N/A,N/A,315,Battle,274,Battle,247,Win,303,Loss,227,Win,244,Loss
Complete,285,6,4,0,0,2,0,0,0,4,4,5,20,6,20,N/A,N/A,N/A,N/A,N/A,N/A,295,Win,305,Win,280,Win,274,Loss,289,Win,266,Loss
Complete,286,6,1,0,2,3,0,0,0,1,3,2,5,9,15,N/A,N/A,N/A,N/A,N/A,N/A,362,Battle,299,Loss,333,Loss,279,Win,222,Battle,261,Loss
Complete,287,6,1,2,1,2,0,0,0,3,2,6,15,5,10,N/A,N/A,N/A,N/A,N/A,N/A,355,Win,306,Preparation,271,Loss,298,Battle,230,Loss,260,Preparation
Complete,288,6,1,0,2,3,0,0,0,1,3,1,5,9,16,N/A,N/A,N/A,N/A,N/A,N/A,333,Win,255,Loss,301,Battle,272,Loss,200,Battle,302,Loss
Complete,289,6,1,2,0,3,0,0,0,3,1,3,15,3,5,N/A,N/A,N/A,N/A,N/A,N/A,341,Preparation,276,Loss,309,Win,294,Loss,285,Loss,262,Preparation
Complete,290,6,0,2,1,3,0,0,0,2,1,3,10,2,5,N/A,N/A,N/A,N/A,N/A,N/A,291,Battle,277,Loss,266,Loss,300,Preparation,295,Loss,248,Preparation
Complete,291,6,2,2,0,2,0,0,0,4,2,7,20,6,10,N/A,N/A,N/A,N/A,N/A,N/A,290,Preparation,266,Win,320,Win,293,Loss,298,Loss,295,Preparation
Complete,292,6,1,0,1,4,0,0,0,1,2,3,5,2,10,N/A,N/A,N/A,N/A,N/A,N/A,298,Loss,260,Loss,238,Loss,262,Loss,241,Battle,256,Win
Complete,293,6,3,2,0,1,0,0,0,5,3,11,25,6,15,N/A,N/A,N/A,N/A,N/A,N/A,328,Win,262,Win,273,Loss,291,Win,283,Preparation,264,Preparation
Complete,294,6,4,1,1,0,0,0,0,5,5,15,25,14,25,N/A,N/A,N/A,N/A,N/A,N/A,277,Battle,303,Win,257,Preparation,289,Win,228,Win,281,Win
Complete,295,6,1,0,2,3,0,0,0,1,3,2,5,7,15,N/A,N/A,N/A,N/A,N/A,N/A,285,Loss,275,Battle,330,Loss,309,Loss,290,Win,291,Battle
Complete,296,6,2,1,1,2,0,0,0,3,3,2,13,7,14,N/A,N/A,N/A,N/A,N/A,N/A,312,Loss,282,Win,357,Loss,304,Battle,258,Win,282,Preparation
Complete,297,6,2,0,2,2,0,0,0,2,4,4,10,12,20,N/A,N/A,N/A,N/A,N/A,N/A,242,Loss,300,Loss,269,Battle,306,Win,264,Win,276,Battle
Complete,298,6,2,2,0,2,0,0,0,4,2,9,20,4,10,N/A,N/A,N/A,N/A,N/A,N/A,292,Win,307,Loss,351,Loss,287,Preparation,291,Win,254,Preparation
Complete,299,6,2,1,1,2,0,0,0,3,3,6,15,10,15,N/A,N/A,N/A,N/A,N/A,N/A,253,Loss,286,Win,259,Loss,277,Battle,303,Preparation,272,Win
Complete,300,6,1,0,1,4,0,0,0,1,2,2,5,5,10,N/A,N/A,N/A,N/A,N/A,N/A,279,Loss,297,Win,277,Loss,290,Battle,246,Loss,245,Loss
